swarm_name,date,hour,client_count,cpu_utilization,mem_usage,tx_power,utilization
AP-AULAJ02,2025-04-15,21,3.0844079718640094,3.8370457209847597,61.46809628800653,,
AP-AULAJ02,2025-04-28,10,0.4,4.0,58.70640723927983,,
AP-AULAJ02,2025-04-28,21,0.0,2.5,50.32842801394143,,
AP-AULAJ02,2025-04-28,23,0.18823529411764706,2.1058823529411765,51.84475210207273,,
AP-AULAJ02,2025-04-29,12,0.25,2.25,53.05497076772984,,
AP-AULAJ03,2025-04-02,9,2.9368852459016392,7.0688524590163935,68.28155968767278,15.0,3.3795081967213116
AP-AULAJ03,2025-04-14,11,0.0,4.612244897959184,65.68309574365622,15.0,1.0
AP-AULAJ03,2025-04-15,4,0.0,4.0,65.83932284540013,15.0,1.0
AP-AULAJ03,2025-04-15,20,3.7960140679953107,9.68229777256741,67.27875740363731,15.0,4.656506447831184
AP-AULAJ03,2025-04-28,10,0.0,53.0,68.3692104820581,15.0,25.0
AP-AULAJ03,2025-04-28,21,0.0,4.25,65.2909396309667,15.0,7.0
AP-AULAJ03,2025-04-28,23,0.023529411764705882,4.0,65.98120033274542,15.0,1.0
AP-AULAJ03,2025-04-29,12,0.0,4.25,66.08382703340186,15.0,1.0
AP-AULAJ04,2025-03-24,20,2.4144996059889676,2.8502758077226162,58.13175009348752,,
AP-AULAJ04,2025-04-15,4,0.0,2.0,61.82386124545903,,
AP-AULAJ04,2025-04-15,20,1.7842907385697537,2.893317702227433,61.08293569363599,,
AP-AULAJ04,2025-04-28,10,0.0,3.0,57.631314634381084,,
AP-AULAJ04,2025-04-28,21,0.0,1.25,50.36100120704313,,
AP-AULAJ04,2025-04-28,23,0.25842696629213485,1.7303370786516854,54.31660118719083,,
AP-AULAJ05,2025-04-01,14,8.297084318360914,10.065405831363279,68.10205465149659,15.445232466509061,6.265563435776202
AP-AULAJ05,2025-04-15,4,0.0,4.0,68.26597872480446,16.0,1.0
AP-AULAJ05,2025-04-15,20,9.450175849941383,22.382180539273154,70.5455748260618,15.856975381008207,8.152403282532239
